TIME,CH0,CH1,
14:59:49,7.245616,0.000000,
14:59:58:945,21.500000,200.000000,
14:59:59,7.073101,0.000000,
15:00:08:849,21.500000,200.000000,
15:00:08,6.968092,0.000000,
15:00:18:950,21.500000,200.000000,
15:00:19,6.818080,0.000000,
15:00:28:896,21.500000,200.000000,
15:00:28,6.668067,0.000000,
15:00:39:005,21.500000,200.000000,
15:00:39,6.615563,0.000000,
15:00:48:896,21.500000,200.000000,
15:00:49,6.465550,0.000000,
15:00:58:999,21.500000,200.000000,
15:00:59,6.338039,0.000000,
15:01:08:845,21.500000,200.000000,
15:01:08,6.263033,0.000000,
15:01:18:948,21.500000,200.000000,
15:01:19,6.113020,0.000000,
15:01:28:841,21.500000,200.000000,
15:01:28,5.985509,0.000000,
15:01:39:000,21.500000,200.000000,
15:01:39,5.910502,0.000000,
15:01:48:842,21.500000,200.000000,
15:01:48,5.835496,0.000000,
15:01:58:949,21.500000,200.000000,
15:01:59,5.760490,0.000000,
15:02:09:000,21.500000,200.000000,
15:02:09,5.632979,0.000000,
15:02:19:000,21.500000,200.000000,
15:02:19,5.557973,0.000000,
15:02:28:898,21.500000,200.000000,
15:02:29,5.482967,0.000000,
15:02:38:892,21.500000,200.000000,
15:02:39,5.407960,0.000000,
15:02:48:950,21.500000,200.000000,
15:02:49,5.280449,0.000000,
15:02:58:950,21.500000,200.000000,
15:02:59,5.205442,0.000000,
15:03:08:945,21.500000,200.000000,
15:03:09,5.205442,0.000000,
15:03:18:897,21.500000,200.000000,
15:03:19,5.130436,0.000000,
15:03:28:896,21.500000,200.000000,
15:03:29,5.055430,0.000000,
15:03:39:047,21.500000,200.000000,
15:03:39,4.980423,0.000000,
15:03:48:893,21.500000,200.000000,
15:03:49,4.905417,0.000000,
15:03:58:840,21.500000,200.000000,
15:03:59,4.852912,0.000000,
15:04:08:943,21.500000,200.000000,
15:04:09,4.777907,0.000000,
15:04:19:051,21.500000,200.000000,
15:04:19,4.702900,0.000000,
15:04:28:948,21.500000,200.000000,
15:04:29,4.702900,0.000000,
15:04:38:947,21.500000,200.000000,
15:04:39,4.627893,0.000000,
15:04:48:891,21.500000,200.000000,
15:04:49,4.575389,0.000000,
15:04:58:894,21.500000,200.000000,
15:04:59,4.500383,0.000000,
15:05:08:946,21.500000,200.000000,
15:05:09,4.500383,0.000000,
15:05:18:946,21.500000,200.000000,
15:05:19,4.425376,0.000000,
15:05:28:949,21.500000,200.000000,
15:05:29,4.350370,0.000000,
15:05:38:891,21.500000,200.000000,
15:05:39,4.350370,0.000000,
15:05:48:894,21.500000,200.000000,
15:05:49,4.275363,0.000000,
15:05:58:950,21.500000,200.000000,
15:05:59,4.222859,0.000000,
15:06:08:899,21.500000,200.000000,
15:06:09,4.222859,0.000000,
15:06:19:002,21.500000,200.000000,
15:06:19,4.147853,0.000000,
15:06:28:841,21.500000,200.000000,
15:06:28,4.147853,0.000000,
15:06:38:943,21.500000,200.000000,
15:06:39,4.072846,0.000000,
15:06:48:948,21.500000,200.000000,
15:06:49,4.072846,0.000000,
15:06:58:842,21.500000,200.000000,
15:06:59,3.997840,0.000000,
15:07:08:845,21.500000,200.000000,
15:07:08,3.997840,0.000000,
15:07:18:994,21.500000,200.000000,
15:07:19,3.922834,0.000000,
15:07:28:901,21.500000,200.000000,
15:07:29,3.870329,0.000000,
15:07:38:955,21.500000,200.000000,
15:07:39,3.870329,0.000000,
15:07:48:900,21.500000,200.000000,
15:07:49,3.870329,0.000000,
15:07:58:848,21.500000,200.000000,
15:07:59,3.795323,0.000000,
15:08:08:921,21.500000,200.000000,
15:08:09,3.795323,0.000000,
15:08:18:951,21.500000,200.000000,
15:08:19,3.720316,0.000000,
15:08:28:968,21.500000,200.000000,
15:08:29,3.720316,0.000000,
15:08:38:852,21.500000,200.000000,
15:08:39,3.645310,0.000000,
15:08:48:942,21.500000,200.000000,
15:08:49,3.645310,0.000000,
15:08:59:050,21.500000,200.000000,
15:08:59,3.645310,0.000000,
15:09:08:946,21.500000,200.000000,
15:09:09,3.570303,0.000000,
15:09:18:892,21.500000,200.000000,
15:09:19,3.570303,0.000000,
15:09:28:893,21.500000,200.000000,
15:09:29,3.570303,0.000000,
15:09:38:894,21.500000,200.000000,
15:09:39,3.517799,0.000000,
15:09:48:901,21.500000,200.000000,
15:09:49,3.517799,0.000000,
15:09:59:053,21.500000,200.000000,
15:09:59,3.517799,0.000000,
15:10:08:897,21.500000,200.000000,
15:10:09,3.442793,0.000000,
15:10:18:998,21.500000,200.000000,
15:10:19,3.442793,0.000000,
15:10:28:844,21.500000,200.000000,
15:10:28,3.442793,0.000000,
15:10:38:954,21.500000,200.000000,
15:10:39,3.367787,0.000000,
15:10:48:997,21.500000,200.000000,
15:10:49,3.367787,0.000000,
15:10:59:049,21.500000,200.000000,
15:10:59,3.367787,0.000000,
15:11:08:846,21.500000,200.000000,
15:11:08,3.367787,0.000000,
15:11:18:894,21.500000,200.000000,
15:11:19,3.292780,0.000000,
15:11:28:950,21.500000,200.000000,
15:11:29,3.292780,0.000000,
15:11:39:057,21.500000,200.000000,
15:11:39,3.292780,0.000000,
15:11:48:891,21.500000,200.000000,
15:11:49,3.292780,0.000000,
15:11:58:894,21.500000,200.000000,
15:11:59,3.217774,0.000000,
15:12:08:843,21.500000,200.000000,
15:12:08,3.217774,0.000000,
15:12:18:996,21.500000,200.000000,
15:12:19,3.217774,0.000000,
15:12:28:946,21.500000,200.000000,
15:12:29,3.165269,0.000000,
15:12:38:893,21.500000,200.000000,
15:12:39,3.165269,0.000000,
15:12:48:841,21.500000,200.000000,
15:12:48,3.165269,0.000000,
15:12:58:942,21.500000,200.000000,
15:12:59,3.090263,0.000000,
15:13:08:843,21.500000,200.000000,
15:13:08,3.142767,0.000000,
15:13:18:955,21.500000,200.000000,
15:13:19,3.090263,0.000000,
15:13:28:840,21.500000,200.000000,
15:13:28,3.090263,0.000000,
15:13:38:953,21.500000,200.000000,
15:13:39,3.090263,0.000000,
15:13:48:945,21.500000,200.000000,
15:13:49,3.090263,0.000000,
15:13:58:951,21.500000,200.000000,
15:13:59,3.067761,0.000000,
15:14:08:950,21.500000,200.000000,
15:14:09,3.015256,0.000000,
15:14:18:894,21.500000,200.000000,
15:14:19,3.015256,0.000000,
15:14:28:948,21.500000,200.000000,
15:14:29,3.015256,0.000000,
15:14:39:059,21.500000,200.000000,
15:14:39,2.992754,0.000000,
15:14:48:956,21.500000,200.000000,
15:14:49,2.992754,0.000000,
15:14:58:893,21.500000,200.000000,
15:14:59,2.992754,0.000000,
15:15:08:954,21.500000,200.000000,
15:15:09,2.940250,0.000000,
15:15:18:892,21.500000,200.000000,
15:15:19,2.940250,0.000000,
15:15:28:891,21.500000,200.000000,
15:15:28,2.940250,0.000000,
15:15:38:907,21.500000,200.000000,
15:15:39,2.865244,0.000000,
15:15:48:845,21.500000,200.000000,
15:15:48,2.865244,0.000000,
15:15:59:001,21.500000,200.000000,
15:15:59,2.842742,0.000000,
15:16:08:972,21.500000,200.000000,
15:16:09,2.895246,0.000000,
15:16:18:997,21.500000,200.000000,
15:16:19,2.842742,0.000000,
15:16:28:945,21.500000,200.000000,
15:16:29,2.842742,0.000000,
15:16:38:902,21.500000,200.000000,
15:16:39,2.842742,0.000000,
15:16:48:893,21.500000,200.000000,
15:16:48,2.842742,0.000000,
15:16:58:945,21.500000,200.000000,
15:16:59,2.842742,0.000000,
15:17:08:844,21.500000,200.000000,
15:17:08,2.790237,0.000000,
15:17:18:993,21.500000,200.000000,
15:17:19,2.790237,0.000000,
15:17:28:895,21.500000,200.000000,
15:17:29,2.790237,0.000000,
15:17:39:045,21.500000,200.000000,
15:17:39,2.790237,0.000000,
15:17:48:845,21.500000,200.000000,
15:17:48,2.767735,0.000000,
15:17:58:942,21.500000,200.000000,
15:17:59,2.767735,0.000000,
15:18:08:844,21.500000,200.000000,
15:18:08,2.715231,0.000000,
15:18:18:997,21.500000,200.000000,
15:18:19,2.715231,0.000000,
15:18:28:943,21.500000,200.000000,
15:18:29,2.715231,0.000000,
15:18:38:875,21.500000,200.000000,
15:18:39,2.715231,0.000000,
15:18:48:846,21.500000,200.000000,
15:18:48,2.715231,0.000000,
15:18:59:000,21.500000,200.000000,
15:18:59,2.715231,0.000000,
15:19:08:901,21.500000,200.000000,
15:19:08,2.715231,0.000000,
15:19:18:944,21.500000,200.000000,
15:19:19,2.662726,0.000000,
15:19:28:897,21.500000,200.000000,
15:19:29,2.715231,0.000000,
15:19:38:949,21.500000,200.000000,
15:19:39,2.662726,0.000000,
15:19:48:894,21.500000,200.000000,
15:19:49,2.662726,0.000000,
15:19:58:843,21.500000,200.000000,
15:19:59,2.662726,0.000000,
15:20:08:903,21.500000,200.000000,
15:20:08,2.662726,0.000000,
15:20:18:947,21.500000,200.000000,
15:20:19,2.662726,0.000000,
15:20:28:945,21.500000,200.000000,
15:20:29,2.662726,0.000000,
15:20:38:942,21.500000,200.000000,
15:20:39,2.587720,0.000000,
15:20:48:896,21.500000,200.000000,
15:20:49,2.587720,0.000000,
15:20:59:050,21.500000,200.000000,
15:20:59,2.587720,0.000000,
15:21:08:897,21.500000,200.000000,
15:21:09,2.587720,0.000000,
15:21:18:897,21.500000,200.000000,
15:21:19,2.587720,0.000000,
15:22:26:038,21.500000,200.000000,
15:22:26,1.026162,0.000000,
15:22:36:031,21.500000,200.000000,
15:22:36,1.026162,0.000000,
15:22:46:087,21.500000,200.000000,
15:22:46,1.026162,0.000000,
15:22:56:132,21.500000,200.000000,
15:22:56,1.026162,0.000000,
15:23:06:037,21.500000,200.000000,
15:23:06,1.026162,0.000000,
15:23:16:087,21.500000,200.000000,
15:23:16,1.007111,0.000000,
15:23:26:036,21.500000,200.000000,
15:23:26,1.007111,0.000000,
15:23:36:035,21.500000,200.000000,
15:23:36,1.007111,0.000000,
15:23:46:088,21.500000,200.000000,
15:23:46,0.990834,0.000000,
15:23:56:087,21.500000,200.000000,
15:23:56,0.990834,0.000000,
15:24:06:090,21.500000,200.000000,
15:24:06,0.973508,0.000000,
15:24:16:240,21.500000,200.000000,
15:24:16,0.970433,0.000000,
15:24:26:031,21.500000,200.000000,
15:24:26,0.957532,0.000000,
15:24:36:091,21.500000,200.000000,
15:24:36,0.959932,0.000000,
15:24:46:039,21.500000,200.000000,
15:24:46,0.957532,0.000000,
15:24:56:195,21.500000,200.000000,
15:24:56,0.941555,0.000000,
15:25:06:083,21.500000,200.000000,
15:25:06,0.941555,0.000000,
15:25:15:987,21.500000,200.000000,
15:25:16,0.920478,0.000000,
15:25:25:988,21.500000,200.000000,
15:25:26,0.923179,0.000000,
15:25:36:140,21.500000,200.000000,
15:25:36,0.905177,0.000000,
15:25:46:091,21.500000,200.000000,
15:25:46,0.905177,0.000000,
15:25:56:134,21.500000,200.000000,
15:25:56,0.905177,0.000000,
15:26:06:082,21.500000,200.000000,
15:26:06,0.889201,0.000000,
15:26:16:135,21.500000,200.000000,
15:26:16,0.889201,0.000000,
15:26:26:086,21.500000,200.000000,
15:26:26,0.886126,0.000000,
15:26:36:040,21.500000,200.000000,
15:26:36,0.869174,0.000000,
15:26:46:087,21.500000,200.000000,
15:26:46,0.870824,0.000000,
15:26:56:082,21.500000,200.000000,
15:26:56,0.852523,0.000000,
15:27:06:083,21.500000,200.000000,
15:27:06,0.852523,0.000000,
15:27:16:085,21.500000,200.000000,
15:27:16,0.836171,0.000000,
15:27:26:033,21.500000,200.000000,
15:27:26,0.836171,0.000000,
15:27:35:984,21.500000,200.000000,
15:27:36,0.836171,0.000000,
15:27:45:981,21.500000,200.000000,
15:27:46,0.820195,0.000000,
15:27:56:137,21.400000,200.000000,
15:27:56,0.817195,0.000000,
15:28:05:981,21.500000,200.000000,
15:28:06,0.800168,0.000000,
15:28:15:985,21.500000,200.000000,
15:28:16,0.800168,0.000000,
15:28:26:037,21.500000,200.000000,
15:28:26,0.797093,0.000000,
15:28:36:037,21.500000,200.000000,
15:28:36,0.787267,0.000000,
15:28:46:085,21.500000,200.000000,
15:28:46,0.785242,0.000000,
15:28:56:037,21.500000,200.000000,
15:28:56,0.775191,0.000000,
15:29:06:031,21.500000,200.000000,
15:29:06,0.775191,0.000000,
15:29:16:032,21.500000,200.000000,
15:29:16,0.774741,0.000000,
15:29:26:088,21.500000,200.000000,
15:29:26,0.763790,0.000000,
15:29:35:982,21.500000,200.000000,
15:29:36,0.763790,0.000000,
15:29:46:091,21.500000,200.000000,
15:29:46,0.752614,0.000000,
15:29:56:036,21.500000,200.000000,
15:29:56,0.750664,0.000000,
15:30:06:082,21.500000,200.000000,
15:30:06,0.752614,0.000000,
15:30:16:159,21.500000,200.000000,
15:30:16,0.740591,0.000000,
15:30:25:984,21.500000,200.000000,
15:30:26,0.740591,0.000000,
15:30:36:082,21.500000,200.000000,
15:30:36,0.740591,0.000000,
15:30:46:033,21.500000,200.000000,
15:30:46,0.728762,0.000000,
15:30:56:036,21.500000,200.000000,
15:30:56,0.728312,0.000000,
15:31:06:081,21.500000,200.000000,
15:31:06,0.728312,0.000000,
15:31:16:081,21.500000,200.000000,
15:31:16,0.719604,0.000000,
15:31:26:081,21.500000,200.000000,
15:31:26,0.719604,0.000000,
15:31:36:032,21.500000,200.000000,
15:31:36,0.719604,0.000000,
15:31:45:982,21.500000,200.000000,
15:31:46,0.709110,0.000000,
15:31:56:090,21.500000,200.000000,
15:31:56,0.709110,0.000000,
15:32:06:038,21.500000,200.000000,
15:32:06,0.695714,0.000000,
15:32:16:031,21.500000,200.000000,
15:32:16,0.695272,0.000000,
15:32:26:031,21.500000,200.000000,
15:32:26,0.695714,0.000000,
15:32:36:191,21.500000,200.000000,
15:32:36,0.685221,0.000000,
15:32:46:031,21.500000,200.000000,
15:32:46,0.685221,0.000000,
15:32:56:089,21.500000,200.000000,
15:32:56,0.683211,0.000000,
15:33:06:089,21.500000,200.000000,
15:33:06,0.683211,0.000000,
15:33:16:082,21.500000,200.000000,
15:33:16,0.672717,0.000000,
15:33:26:084,21.500000,200.000000,
15:33:26,0.672717,0.000000,
15:33:36:192,21.500000,200.000000,
15:33:36,0.662006,0.000000,
15:33:46:037,21.500000,200.000000,
15:33:46,0.662006,0.000000,
15:33:56:190,21.500000,200.000000,
15:33:56,0.662006,0.000000,
15:34:05:981,21.500000,200.000000,
15:34:06,0.649278,0.000000,
15:34:16:032,21.500000,200.000000,
15:34:16,0.649278,0.000000,
15:34:26:031,21.500000,200.000000,
15:34:26,0.650838,0.000000,
15:34:36:189,21.500000,200.000000,
15:34:36,0.639902,0.000000,
15:34:46:090,21.500000,200.000000,
15:34:46,0.637892,0.000000,
15:34:56:191,21.500000,200.000000,
15:34:56,0.637892,0.000000,
15:35:06:031,21.500000,200.000000,
15:35:06,0.636774,0.000000,
15:35:16:089,21.500000,200.000000,
15:35:16,0.625613,0.000000,
15:35:26:085,21.500000,200.000000,
15:35:26,0.627398,0.000000,
15:35:36:191,21.500000,200.000000,
15:35:36,0.627398,0.000000,
15:35:46:033,21.500000,200.000000,
15:35:46,0.615120,0.000000,
15:35:55:982,21.500000,200.000000,
15:35:56,0.613560,0.000000,
15:36:06:085,21.500000,200.000000,
15:36:06,0.615562,0.000000,
15:36:16:040,21.500000,200.000000,
15:36:16,0.604177,0.000000,
15:36:26:038,21.500000,200.000000,
15:36:26,0.604177,0.000000,
15:36:36:142,21.500000,200.000000,
15:36:36,0.604177,0.000000,
15:36:46:088,21.500000,200.000000,
15:36:46,0.593466,0.000000,
15:36:55:985,21.500000,200.000000,
15:36:56,0.593015,0.000000,
15:37:06:087,21.500000,200.000000,
15:37:06,0.593466,0.000000,
15:37:16:086,21.500000,200.000000,
15:37:16,0.593466,0.000000,
15:37:26:039,21.500000,200.000000,
15:37:26,0.580962,0.000000,
15:37:36:037,21.500000,200.000000,
15:37:36,0.580962,0.000000,
15:37:45:988,21.500000,200.000000,
15:37:46,0.580962,0.000000,
15:37:56:034,21.500000,200.000000,
15:37:56,0.569126,0.000000,
15:38:06:091,21.500000,200.000000,
15:38:06,0.569126,0.000000,
15:38:16:059,21.500000,200.000000,
15:38:16,0.569126,0.000000,
15:38:25:987,21.500000,200.000000,
15:38:26,0.555955,0.000000,
15:38:36:031,21.500000,200.000000,
15:38:36,0.557740,0.000000,
15:38:46:038,21.500000,200.000000,
15:38:46,0.557740,0.000000,
15:38:56:240,21.500000,200.000000,
15:38:56,0.545912,0.000000,
15:39:06:037,21.500000,200.000000,
15:39:06,0.545912,0.000000,
15:39:16:189,21.500000,200.000000,
15:39:16,0.545912,0.000000,
15:39:26:036,21.500000,200.000000,
15:39:26,0.536753,0.000000,
15:39:36:139,21.500000,200.000000,
15:39:36,0.536753,0.000000,
15:39:46:035,21.500000,200.000000,
15:39:46,0.536753,0.000000,
15:39:56:140,21.500000,200.000000,
15:39:56,0.536753,0.000000,
15:40:06:036,21.500000,200.000000,
15:40:06,0.525592,0.000000,
15:40:16:039,21.500000,200.000000,
15:40:16,0.525592,0.000000,
15:40:26:088,21.500000,200.000000,
15:40:26,0.525592,0.000000,
15:40:36:088,21.500000,200.000000,
15:40:36,0.523582,0.000000,
15:40:46:040,21.500000,200.000000,
15:40:46,0.512864,0.000000,
15:40:55:983,21.500000,200.000000,
15:40:56,0.512864,0.000000,
15:41:06:086,21.500000,200.000000,
15:41:06,0.512864,0.000000,
15:41:16:094,21.500000,200.000000,
15:41:16,0.504898,0.000000,
15:41:26:098,21.500000,200.000000,
15:41:26,0.503908,0.000000,
15:41:36:083,21.500000,200.000000,
15:41:36,0.505183,0.000000,
15:41:46:083,21.500000,200.000000,
15:41:46,0.503623,0.000000,
15:41:56:087,21.500000,200.000000,
15:41:56,0.497945,0.000000,
15:42:06:039,21.500000,200.000000,
15:42:06,0.497945,0.000000,
15:42:16:089,21.500000,200.000000,
15:42:16,0.496812,0.000000,
15:42:25:982,21.500000,200.000000,
15:42:26,0.488449,0.000000,
15:42:36:035,21.500000,200.000000,
15:42:36,0.474408,0.000000,
15:42:46:087,21.500000,200.000000,
15:42:46,0.455409,0.000000,
15:42:56:036,21.500000,200.000000,
15:42:56,0.429884,0.000000,
15:43:05:986,21.500000,200.000000,
15:43:06,0.411305,0.000000,
15:43:16:083,21.500000,200.000000,
15:43:16,0.373442,0.000000,
15:43:26:088,21.500000,200.000000,
15:43:26,0.337566,0.000000,
15:43:36:140,21.500000,200.000000,
15:43:36,0.296973,0.000000,
15:43:46:038,21.500000,200.000000,
15:43:46,0.258757,0.000000,
15:43:56:031,21.500000,200.000000,
15:43:56,0.216529,0.000000,
15:44:06:088,21.500000,200.000000,
15:44:06,0.184193,0.000000,
15:44:15:980,21.500000,200.000000,
15:44:16,0.148213,0.000000,
15:44:26:089,21.500000,200.000000,
15:44:26,0.108759,0.000000,
15:44:36:084,21.500000,200.000000,
15:44:36,0.075239,0.000000,
15:44:46:036,21.500000,200.000000,
15:44:46,0.045000,0.000000,
15:44:56:032,21.500000,200.000000,
15:44:56,0.019660,0.000000,
15:45:05:989,21.500000,200.000000,
15:45:06,0.005045,0.000000,
15:45:15:985,21.500000,200.000000,
15:45:16,0.000045,0.000000,
15:45:26:089,21.500000,200.000000,
15:45:26,0.000032,0.000000,
15:45:36:035,21.500000,200.000000,
15:45:36,0.000028,0.000000,
15:45:46:037,21.500000,200.000000,
15:45:46,0.000026,0.000000,
15:45:56:137,21.500000,200.000000,
15:45:56,0.000025,0.000000,
15:46:06:040,21.500000,200.000000,
15:46:06,0.000024,0.000000,
15:46:16:033,21.500000,200.000000,
15:46:16,0.000024,0.000000,
15:46:26:031,21.500000,200.000000,
15:46:26,0.000023,0.000000,
15:46:36:099,21.500000,200.000000,
15:46:36,0.000022,0.000000,
15:46:46:090,21.500000,200.000000,
15:46:46,0.000021,0.000000,
15:46:56:133,21.500000,200.000000,
15:46:56,0.000021,0.000000,
15:47:06:039,21.500000,200.000000,
15:47:06,0.000021,0.000000,
15:47:16:036,21.500000,200.000000,
15:47:16,0.000020,0.000000,
15:47:25:985,21.500000,200.000000,
15:47:26,0.000021,0.000000,
15:47:36:193,21.500000,200.000000,
15:47:36,0.000019,0.000000,
15:47:46:091,21.500000,200.000000,
15:47:46,0.000019,0.000000,
15:47:56:084,21.500000,200.000000,
15:47:56,0.000019,0.000000,
15:48:05:984,21.500000,200.000000,
15:48:06,0.000019,0.000000,
15:48:16:036,21.500000,200.000000,
15:48:16,0.000019,0.000000,
15:48:26:034,21.500000,200.000000,
15:48:26,0.000019,0.000000,
15:48:36:040,21.500000,200.000000,
15:48:36,0.000019,0.000000,
15:48:46:034,21.500000,200.000000,
15:48:46,0.000018,0.000000,
15:48:56:083,21.500000,200.000000,
15:48:56,0.000018,0.000000,
15:49:06:094,21.500000,200.000000,
15:49:06,0.000018,0.000000,
15:49:16:141,21.500000,200.000000,
15:49:16,0.000018,0.000000,
15:49:26:082,21.500000,200.000000,
15:49:26,0.000018,0.000000,
15:49:35:984,21.500000,200.000000,
15:49:36,0.000017,0.000000,
15:49:45:986,21.500000,200.000000,
15:49:46,0.000017,0.000000,
15:49:55:989,21.500000,200.000000,
15:49:56,0.000017,0.000000,
15:50:05:983,21.500000,200.000000,
15:50:06,0.000017,0.000000,
15:50:16:034,21.500000,200.000000,
15:50:16,0.000017,0.000000,
15:50:25:985,21.500000,200.000000,
15:50:26,0.000017,0.000000,
15:50:35:986,21.500000,200.000000,
15:50:36,0.000017,0.000000,
15:50:46:033,21.500000,200.000000,
15:50:46,0.000018,0.000000,
15:50:56:030,21.500000,200.000000,
