TIME,CH0,CH1,
17:10:36:190,-15.500000,-100.000000,
17:10:36,0.000003,0.000000,
17:10:46:032,-15.599999,-100.000000,
17:10:46,0.000003,0.000000,
17:10:56:202,-15.699999,-100.000000,
17:10:56,0.000003,0.000000,
17:11:06:141,-15.699999,-100.000000,
17:11:06,0.000003,0.000000,
17:11:16:136,-15.799999,-100.000000,
17:11:16,0.000004,0.000000,
17:11:26:034,-15.900000,-100.000000,
17:11:26,0.000012,0.000000,
17:11:36:131,-16.000000,-100.000000,
17:11:36,0.000007,0.000000,
17:11:46:036,-16.100000,-100.000000,
17:11:46,0.000003,0.000000,
17:11:56:091,-16.200001,-100.000000,
17:11:56,0.000002,0.000000,
17:12:06:090,-16.299999,-100.000000,
17:12:06,0.000002,0.000000,
17:12:16:154,-16.400000,-100.000000,
17:12:16,0.000002,0.000000,
17:12:26:132,-16.500000,-100.000000,
17:12:26,0.000002,0.000000,
17:12:36:037,-16.600000,-100.000000,
17:12:36,0.000002,0.000000,
17:12:46:089,-16.700001,-100.000000,
17:12:46,0.000002,0.000000,
17:12:56:244,-16.799999,-100.000000,
17:12:56,0.000002,0.000000,
17:13:06:083,-16.900002,-100.000000,
17:13:06,0.000002,0.000000,
17:13:16:240,-17.100000,-100.000000,
17:13:16,0.000002,0.000000,
17:13:26:087,-17.200001,-100.000000,
17:13:26,0.000002,0.000000,
17:13:36:082,-17.299999,-100.000000,
17:13:36,0.000002,0.000000,
17:13:46:091,-17.400000,-100.000000,
17:13:46,0.000002,0.000000,
17:13:56:192,-17.500000,-100.000000,
17:13:56,0.000002,0.000000,
17:14:06:141,-17.600000,-100.000000,
17:14:06,0.000002,0.000000,
17:14:16:085,-17.700001,-100.000000,
17:14:16,0.000002,0.000000,
17:14:26:082,-17.900000,-100.000000,
17:14:26,0.000002,0.000000,
17:14:36:085,-18.000000,-100.000000,
17:14:36,0.000002,0.000000,
17:14:46:037,-18.099998,-100.000000,
17:14:46,0.000002,0.000000,
17:14:56:135,-18.200001,-100.000000,
17:14:56,0.000002,0.000000,
17:15:06:135,-18.299999,-100.000000,
17:15:06,0.000002,0.000000,
17:15:16:090,-18.400000,-100.000000,
17:15:16,0.000002,0.000000,
17:15:26:087,-18.500000,-100.000000,
17:15:26,0.000002,0.000000,
17:15:36:134,-18.600000,-100.000000,
17:15:36,0.000002,0.000000,
17:15:46:085,-18.700001,-100.000000,
17:15:46,0.000002,0.000000,
17:15:56:031,-18.900000,-100.000000,
17:15:56,0.000002,0.000000,
17:16:06:033,-19.000000,-100.000000,
17:16:06,0.000002,0.000000,
17:16:16:037,-19.100000,-100.000000,
17:16:16,0.000002,0.000000,
17:16:26:133,-19.200001,-100.000000,
17:16:26,0.000002,0.000000,
17:16:36:039,-19.299999,-100.000000,
17:16:36,0.000002,0.000000,
17:16:46:036,-19.400002,-100.000000,
17:16:46,0.000002,0.000000,
17:16:56:082,-19.500000,-100.000000,
17:16:56,0.000002,0.000000,
17:17:06:085,-19.599998,-100.000000,
17:17:06,0.000002,0.000000,
17:17:16:038,-19.700001,-100.000000,
17:17:16,0.000001,0.000000,
17:17:26:135,-19.900000,-100.000000,
17:17:26,0.000002,0.000000,
17:17:36:038,-20.000000,-100.000000,
17:17:36,0.000002,0.000000,
17:17:46:034,-20.100000,-100.000000,
17:17:46,0.000002,0.000000,
17:17:56:030,-20.200001,-100.000000,
17:17:56,0.000002,0.000000,
17:18:06:135,-20.299999,-100.000000,
17:18:06,0.000002,0.000000,
17:18:16:085,-20.400000,-100.000000,
17:18:16,0.000002,0.000000,
17:18:26:040,-20.599998,-100.000000,
17:18:26,0.000002,0.000000,
17:18:36:032,-20.699999,-100.000000,
17:18:36,0.000002,0.000000,
17:18:46:034,-20.799999,-100.000000,
17:18:46,0.000002,0.000000,
17:18:56:040,-20.900002,-100.000000,
17:18:56,0.000002,0.000000,
17:19:06:031,-21.000000,-100.000000,
17:19:06,0.000002,0.000000,
17:19:16:243,-21.099998,-100.000000,
17:19:16,0.000001,0.000000,
17:19:26:033,-21.199999,-100.000000,
17:19:26,0.000001,0.000000,
17:19:36:190,-21.300001,-100.000000,
17:19:36,0.000001,0.000000,
17:19:46:084,-21.500000,-100.000000,
17:19:46,0.000001,0.000000,
17:19:56:033,-21.599998,-100.000000,
17:19:56,0.000001,0.000000,
17:20:06:082,-21.700001,-100.000000,
17:20:06,0.000001,0.000000,
17:20:16:141,-21.800001,-100.000000,
17:20:16,0.000001,0.000000,
17:20:26:137,-21.900002,-100.000000,
17:20:26,0.000001,0.000000,
17:20:36:137,-22.000000,-100.000000,
17:20:36,0.000001,0.000000,
17:20:46:083,-22.100000,-100.000000,
17:20:46,0.000001,0.000000,
17:20:56:142,-22.200001,-100.000000,
17:20:56,0.000001,0.000000,
17:21:06:138,-22.299999,-100.000000,
17:21:06,0.000001,0.000000,
17:21:16:190,-22.500000,-100.000000,
17:21:16,0.000001,0.000000,
17:21:26:139,-22.500000,-100.000000,
17:21:26,0.000001,0.000000,
17:21:36:034,-22.700001,-100.000000,
17:21:36,0.000002,0.000000,
17:21:46:132,-22.799999,-100.000000,
17:21:46,0.000001,0.000000,
17:21:55:985,-22.900000,-100.000000,
17:21:56,0.000001,0.000000,
17:22:06:038,-23.000000,-100.000000,
17:22:06,0.000001,0.000000,
17:22:16:141,-23.099998,-100.000000,
17:22:16,0.000001,0.000000,
17:22:26:140,-23.200001,-100.000000,
17:22:26,0.000001,0.000000,
17:22:36:192,-23.299999,-100.000000,
17:22:36,0.000001,0.000000,
17:22:46:053,-23.400002,-100.000000,
17:22:46,0.000001,0.000000,
17:22:56:030,-23.600000,-100.000000,
17:22:56,0.000001,0.000000,
17:23:06:040,-23.699999,-100.000000,
17:23:06,0.000001,0.000000,
17:23:16:084,-23.800001,-100.000000,
17:23:16,0.000001,0.000000,
17:23:26:142,-23.900000,-100.000000,
17:23:26,0.000001,0.000000,
17:23:35:984,-24.000000,-100.000000,
17:23:36,0.000001,0.000000,
17:23:46:085,-24.099998,-100.000000,
17:23:46,0.000001,0.000000,
17:23:56:040,-24.200001,-100.000000,
17:23:56,0.000001,0.000000,
17:24:06:085,-24.299999,-100.000000,
17:24:06,0.000001,0.000000,
17:24:16:081,-24.400002,-100.000000,
17:24:16,0.000001,0.000000,
17:24:26:083,-24.500000,-100.000000,
17:24:26,0.000001,0.000000,
17:24:36:081,-24.600000,-100.000000,
17:24:36,0.000001,0.000000,
17:24:46:082,-24.700001,-100.000000,
17:24:46,0.000001,0.000000,
17:24:56:199,-24.900000,-100.000000,
17:24:56,0.000001,0.000000,
17:25:06:134,-25.000000,-100.000000,
17:25:06,0.000001,0.000000,
17:25:15:980,-25.000000,-100.000000,
17:25:16,0.000001,0.000000,
17:25:26:132,-25.200001,-100.000000,
17:25:26,0.000001,0.000000,
17:25:35:989,-25.299999,-100.000000,
17:25:36,0.000001,0.000000,
17:25:46:039,-25.400000,-100.000000,
17:25:46,0.000001,0.000000,
17:25:56:040,-25.500000,-100.000000,
17:25:56,0.000001,0.000000,
17:26:06:134,-25.599998,-100.000000,
17:26:06,0.000001,0.000000,
17:26:16:143,-25.700001,-100.000000,
17:26:16,0.000001,0.000000,
17:26:26:138,-25.799999,-100.000000,
17:26:26,0.000001,0.000000,
17:26:36:192,-25.900002,-100.000000,
17:26:36,0.000001,0.000000,
17:26:46:034,-26.000000,-100.000000,
17:26:46,0.000001,0.000000,
17:26:56:194,-26.100000,-100.000000,
17:26:56,0.000001,0.000000,
17:27:06:084,-26.199999,-100.000000,
17:27:06,0.000001,0.000000,
17:27:16:197,-26.300001,-100.000000,
17:27:16,0.000001,0.000000,
17:27:26:099,-26.400000,-100.000000,
17:27:26,0.000001,0.000000,
17:27:35:989,-26.500000,-100.000000,
17:27:36,0.000001,0.000000,
17:27:46:146,-26.600002,-100.000000,
17:27:46,0.000001,0.000000,
17:27:56:035,-26.700001,-100.000000,
17:27:56,0.000001,0.000000,
17:28:06:136,-26.799999,-100.000000,
17:28:06,0.000001,0.000000,
17:28:16:132,-26.900002,-100.000000,
17:28:16,0.000001,0.000000,
17:28:26:034,-27.000000,-100.000000,
17:28:26,0.000001,0.000000,
17:28:36:189,-27.100000,-100.000000,
17:28:36,0.000001,0.000000,
17:28:46:083,-27.200001,-100.000000,
17:28:46,0.000001,0.000000,
17:28:56:090,-27.299999,-100.000000,
17:28:56,0.000001,0.000000,
17:29:06:092,-27.500000,-100.000000,
17:29:06,0.000001,0.000000,
17:29:16:084,-27.600000,-100.000000,
17:29:16,0.000001,0.000000,
17:29:25:987,-27.700001,-100.000000,
17:29:26,0.000001,0.000000,
17:29:36:190,-27.799999,-100.000000,
17:29:36,0.000001,0.000000,
17:29:46:133,-27.900000,-100.000000,
17:29:46,0.000001,0.000000,
17:29:55:986,-28.000000,-100.000000,
17:29:56,0.000001,0.000000,
17:30:06:036,-28.099998,-100.000000,
17:30:06,0.000001,0.000000,
17:30:16:085,-28.200001,-100.000000,
17:30:16,0.000001,0.000000,
17:30:26:083,-28.200001,-100.000000,
17:30:26,0.000001,0.000000,
17:30:35:988,-28.399998,-100.000000,
17:30:36,0.000001,0.000000,
17:30:46:055,-28.500000,-100.000000,
17:30:46,0.000001,0.000000,
17:30:56:085,-28.600000,-100.000000,
17:30:56,0.000001,0.000000,
17:31:06:088,-28.699999,-100.000000,
17:31:06,0.000001,0.000000,
17:31:16:089,-28.800001,-100.000000,
17:31:16,0.000001,0.000000,
17:31:26:132,-28.900000,-100.000000,
17:31:26,0.000001,0.000000,
17:31:36:135,-29.000000,-100.000000,
17:31:36,0.000001,0.000000,
17:31:46:031,-29.100002,-100.000000,
17:31:46,0.000001,0.000000,
17:31:56:138,-29.200001,-100.000000,
17:31:56,0.000001,0.000000,
17:32:06:038,-29.299999,-100.000000,
17:32:06,0.000001,0.000000,
17:32:16:082,-29.400002,-100.000000,
17:32:16,0.000001,0.000000,
17:32:26:087,-29.500000,-100.000000,
17:32:26,0.000001,0.000000,
17:32:36:139,-29.599998,-100.000000,
17:32:36,0.000001,0.000000,
17:32:46:090,-29.700001,-100.000000,
17:32:46,0.000001,0.000000,
17:32:56:083,-29.799999,-100.000000,
17:32:56,0.000001,0.000000,
17:33:06:141,-29.900000,-100.000000,
17:33:06,0.000001,0.000000,
17:33:16:085,-30.000000,-100.000000,
17:33:16,0.000001,0.000000,
17:33:26:038,-30.100002,-100.000000,
17:33:26,0.000001,0.000000,
17:33:36:037,-30.200001,-100.000000,
17:33:36,0.000002,0.000000,
17:33:46:030,-30.299999,-100.000000,
17:33:46,0.000001,0.000000,
17:33:56:036,-30.400000,-100.000000,
17:33:56,0.000001,0.000000,
17:34:06:039,-30.500000,-100.000000,
17:34:06,0.000001,0.000000,
17:34:16:033,-30.500000,-100.000000,
17:34:16,0.000002,0.000000,
17:34:26:040,-30.700001,-100.000000,
17:34:26,0.000001,0.000000,
17:34:35:984,-30.700001,-100.000000,
17:34:36,0.000001,0.000000,
17:34:46:140,-30.900002,-100.000000,
17:34:46,0.000002,0.000000,
17:34:56:038,-31.000000,-100.000000,
17:34:56,0.000001,0.000000,
17:35:06:089,-31.099998,-100.000000,
17:35:06,0.000002,0.000000,
17:35:16:083,-31.099998,-100.000000,
17:35:16,0.000001,0.000000,
17:35:26:033,-31.300001,-100.000000,
17:35:26,0.000001,0.000000,
17:35:36:031,-31.400002,-100.000000,
17:35:36,0.000001,0.000000,
17:35:46:091,-31.500000,-100.000000,
17:35:46,0.000001,0.000000,
17:35:56:234,-31.599998,-100.000000,
17:35:56,0.000002,0.000000,
17:36:06:184,-31.700001,-100.000000,
17:36:06,0.000002,0.000000,
17:36:16:139,-31.700001,-100.000000,
17:36:16,0.000002,0.000000,
17:36:25:986,-31.799999,-100.000000,
17:36:26,0.000002,0.000000,
17:36:36:190,-31.900002,-100.000000,
17:36:36,0.000002,0.000000,
17:36:45:980,-32.000000,-100.000000,
17:36:46,0.000002,0.000000,
17:36:56:083,-32.099998,-100.000000,
17:36:56,0.000002,0.000000,
17:37:06:033,-32.200001,-100.000000,
17:37:06,0.000002,0.000000,
17:37:16:085,-32.299999,-100.000000,
17:37:16,0.000002,0.000000,
17:37:26:137,-32.400002,-100.000000,
17:37:26,0.000002,0.000000,
17:37:36:190,-32.500000,-100.000000,
17:37:36,0.000002,0.000000,
17:37:46:089,-32.599998,-100.000000,
17:37:46,0.000002,0.000000,
17:37:56:136,-32.700001,-100.000000,
17:37:56,0.000002,0.000000,
17:38:06:034,-32.799999,-100.000000,
17:38:06,0.000002,0.000000,
17:38:16:036,-32.900002,-100.000000,
17:38:16,0.000002,0.000000,
17:38:26:142,-33.000000,-100.000000,
17:38:26,0.000002,0.000000,
17:38:36:032,-33.099998,-100.000000,
17:38:36,0.000002,0.000000,
17:38:46:108,-33.099998,-100.000000,
17:38:46,0.000003,0.000000,
17:38:56:082,-33.199997,-100.000000,
17:38:56,0.000003,0.000000,
17:39:06:034,-33.299999,-100.000000,
17:39:06,0.000016,0.000000,
17:39:16:047,-33.500000,-100.000000,
17:39:16,0.000009,0.000000,
17:39:26:140,-33.500000,-100.000000,
17:39:26,0.000005,0.000000,
17:39:35:986,-33.599998,-100.000000,
17:39:36,0.000002,0.000000,
17:39:46:097,-33.699997,-100.000000,
17:39:46,0.000002,0.000000,
17:39:55:984,-33.800003,-100.000000,
17:39:56,0.000001,0.000000,
17:40:06:087,-33.900002,-100.000000,
17:40:06,0.000001,0.000000,
17:40:16:239,-34.000000,-100.000000,
17:40:16,0.000001,0.000000,
17:40:26:141,-34.099998,-100.000000,
17:40:26,0.000001,0.000000,
17:40:36:138,-34.200001,-100.000000,
17:40:36,0.000001,0.000000,
17:40:46:147,-34.300003,-100.000000,
17:40:46,0.000001,0.000000,
17:40:56:191,-34.400002,-100.000000,
17:40:56,0.000001,0.000000,
17:41:06:090,-34.500000,-100.000000,
17:41:06,0.000001,0.000000,
17:41:15:987,-34.599998,-100.000000,
17:41:16,0.000001,0.000000,
17:41:26:139,-34.700001,-100.000000,
17:41:26,0.000001,0.000000,
17:41:36:237,-34.799999,-100.000000,
17:41:36,0.000001,0.000000,
17:41:46:134,-34.799999,-100.000000,
17:41:46,0.000001,0.000000,
17:41:56:089,-35.000000,-100.000000,
17:41:56,0.000001,0.000000,
17:42:06:086,-35.000000,-100.000000,
17:42:06,0.000001,0.000000,
17:42:16:033,-35.099998,-100.000000,
17:42:16,0.000001,0.000000,
17:42:26:136,-35.200001,-100.000000,
17:42:26,0.000001,0.000000,
17:42:36:086,-35.299999,-100.000000,
17:42:36,0.000001,0.000000,
17:42:46:137,-35.400002,-100.000000,
17:42:46,0.000001,0.000000,
17:42:55:980,-35.500000,-100.000000,
17:42:56,0.000001,0.000000,
17:43:06:034,-35.599998,-100.000000,
17:43:06,0.000001,0.000000,
17:43:16:032,-35.699997,-100.000000,
17:43:16,0.000001,0.000000,
17:43:26:031,-35.699997,-100.000000,
17:43:26,0.000001,0.000000,
17:43:36:034,-35.799999,-100.000000,
17:43:36,0.000001,0.000000,
17:43:46:037,-35.900002,-100.000000,
17:43:46,0.000001,0.000000,
17:43:56:035,-36.000000,-100.000000,
17:43:56,0.000001,0.000000,
17:44:06:083,-36.099998,-100.000000,
17:44:06,0.000001,0.000000,
17:44:16:036,-36.199997,-100.000000,
17:44:16,0.000001,0.000000,
17:44:26:139,-36.300003,-100.000000,
17:44:26,0.000001,0.000000,
17:44:36:133,-36.400002,-100.000000,
17:44:36,0.000001,0.000000,
17:44:46:145,-36.500000,-100.000000,
17:44:46,0.000001,0.000000,
17:44:56:081,-36.500000,-100.000000,
17:44:56,0.000001,0.000000,
17:45:06:087,-36.699997,-100.000000,
17:45:06,0.000001,0.000000,
17:45:15:985,-36.699997,-100.000000,
17:45:16,0.000001,0.000000,
17:45:26:039,-36.800003,-100.000000,
17:45:26,0.000001,0.000000,
17:45:35:982,-36.900002,-100.000000,
17:45:36,0.000001,0.000000,
17:45:46:082,-37.000000,-100.000000,
17:45:46,0.000001,0.000000,
17:45:56:139,-37.099998,-100.000000,
17:45:56,0.000001,0.000000,
17:46:06:088,-37.200001,-100.000000,
17:46:06,0.000001,0.000000,
17:46:16:141,-37.299999,-100.000000,
17:46:16,0.000001,0.000000,
17:46:26:036,-37.400002,-100.000000,
17:46:26,0.000001,0.000000,
17:46:36:086,-37.400002,-100.000000,
17:46:36,0.000001,0.000000,
17:46:46:159,-37.599998,-100.000000,
17:46:46,0.000001,0.000000,
17:46:56:033,-37.599998,-100.000000,
17:46:56,0.000001,0.000000,
17:47:06:082,-37.700001,-100.000000,
17:47:06,0.000001,0.000000,
17:47:16:254,-37.799999,-100.000000,
17:47:16,0.000001,0.000000,
17:47:26:086,-37.900002,-100.000000,
17:47:26,0.000001,0.000000,
17:47:36:185,-38.000000,-100.000000,
17:47:36,0.000001,0.000000,
17:47:46:040,-38.099998,-100.000000,
17:47:46,0.000001,0.000000,
17:47:56:086,-38.199997,-100.000000,
17:47:56,0.000001,0.000000,
17:48:06:083,-38.199997,-100.000000,
17:48:06,0.000001,0.000000,
17:48:15:984,-38.300003,-100.000000,
17:48:16,0.000001,0.000000,
17:48:26:136,-38.400002,-100.000000,
17:48:26,0.000001,0.000000,
17:48:36:085,-38.500000,-100.000000,
17:48:36,0.000001,0.000000,
17:48:46:140,-38.599998,-100.000000,
17:48:46,0.000001,0.000000,
17:48:55:986,-38.699997,-100.000000,
17:48:56,0.000001,0.000000,
17:49:06:090,-38.800003,-100.000000,
17:49:06,0.000001,0.000000,
17:49:16:242,-38.800003,-100.000000,
17:49:16,0.000001,0.000000,
17:49:26:137,-38.900002,-100.000000,
17:49:26,0.000001,0.000000,
17:49:36:086,-39.000000,-100.000000,
17:49:36,0.000001,0.000000,
17:49:46:033,-39.099998,-100.000000,
17:49:46,0.000001,0.000000,
17:49:56:090,-39.199997,-100.000000,
17:49:56,0.000001,0.000000,
17:50:06:132,-39.300003,-100.000000,
17:50:06,0.000001,0.000000,
17:50:16:031,-39.400002,-100.000000,
17:50:16,0.000001,0.000000,
17:50:26:033,-39.400002,-100.000000,
17:50:26,0.000001,0.000000,
17:50:36:191,-39.500000,-100.000000,
17:50:36,0.000001,0.000000,
17:50:46:088,-39.599998,-100.000000,
17:50:46,0.000001,0.000000,
17:50:56:091,-39.700001,-100.000000,
17:50:56,0.000001,0.000000,
17:51:06:135,-39.799999,-100.000000,
17:51:06,0.000001,0.000000,
17:51:16:137,-39.900002,-100.000000,
17:51:16,0.000001,0.000000,
17:51:26:087,-39.900002,-100.000000,
17:51:26,0.000001,0.000000,
17:51:36:295,-40.000000,-100.000000,
17:51:36,0.000001,0.000000,
17:51:46:032,-40.100002,-100.000000,
17:51:46,0.000001,0.000000,
17:51:56:085,-40.200001,-100.000000,
17:51:56,0.000001,0.000000,
17:52:06:141,-40.200001,-100.000000,
17:52:06,0.000001,0.000000,
17:52:16:082,-40.400002,-100.000000,
17:52:16,0.000001,0.000000,
17:52:26:031,-40.400002,-100.000000,
17:52:26,0.000001,0.000000,
17:52:36:087,-40.500000,-100.000000,
17:52:36,0.000001,0.000000,
17:52:46:089,-40.599998,-100.000000,
17:52:46,0.000001,0.000000,
17:52:56:034,-40.699997,-100.000000,
17:52:56,0.000001,0.000000,
17:53:06:090,-40.799999,-100.000000,
17:53:06,0.000001,0.000000,
17:53:16:133,-40.799999,-100.000000,
17:53:16,0.000001,0.000000,
17:53:26:140,-40.900002,-100.000000,
17:53:26,0.000001,0.000000,
17:53:36:138,-41.000000,-100.000000,
17:53:36,0.000001,0.000000,
17:53:46:038,-41.100002,-100.000000,
17:53:46,0.000001,0.000000,
17:53:56:085,-41.199997,-100.000000,
17:53:56,0.000001,0.000000,
17:54:06:035,-41.300003,-100.000000,
17:54:06,0.000001,0.000000,
17:54:16:083,-41.399998,-100.000000,
17:54:16,0.000001,0.000000,
17:54:26:089,-41.399998,-100.000000,
17:54:26,0.000001,0.000000,
17:54:36:140,-41.500000,-100.000000,
17:54:36,0.000001,0.000000,
17:54:46:033,-41.599998,-100.000000,
17:54:46,0.000001,0.000000,
17:54:56:205,-41.700001,-100.000000,
17:54:56,0.000001,0.000000,
17:55:06:033,-41.800003,-100.000000,
17:55:06,0.000001,0.000000,
17:55:15:983,-41.800003,-100.000000,
17:55:16,0.000001,0.000000,
17:55:26:087,-41.900002,-100.000000,
17:55:26,0.000001,0.000000,
17:55:36:033,-42.000000,-100.000000,
17:55:36,0.000001,0.000000,
17:55:46:038,-42.099998,-100.000000,
17:55:46,0.000001,0.000000,
17:55:56:135,-42.199997,-100.000000,
17:55:56,0.000001,0.000000,
17:56:06:139,-42.199997,-100.000000,
17:56:06,0.000001,0.000000,
17:56:15:984,-42.299999,-100.000000,
17:56:16,0.000001,0.000000,
17:56:26:083,-42.399998,-100.000000,
17:56:26,0.000001,0.000000,
17:56:36:085,-42.500000,-100.000000,
17:56:36,0.000001,0.000000,
17:56:46:032,-42.600002,-100.000000,
17:56:46,0.000001,0.000000,
17:56:56:239,-42.600002,-100.000000,
17:56:56,0.000001,0.000000,
17:57:06:034,-42.700001,-100.000000,
17:57:06,0.000001,0.000000,
17:57:16:189,-42.799999,-100.000000,
17:57:16,0.000001,0.000000,
17:57:26:138,-42.900002,-100.000000,
17:57:26,0.000001,0.000000,
17:57:36:236,-43.000000,-100.000000,
17:57:36,0.000001,0.000000,
17:57:46:042,-43.000000,-100.000000,
17:57:46,0.000001,0.000000,
17:57:56:085,-43.099998,-100.000000,
17:57:56,0.000001,0.000000,
17:58:06:039,-43.199997,-100.000000,
17:58:06,0.000001,0.000000,
17:58:16:038,-43.299999,-100.000000,
17:58:16,0.000001,0.000000,
17:58:26:087,-43.400002,-100.000000,
17:58:26,0.000001,0.000000,
17:58:36:087,-43.400002,-100.000000,
17:58:36,0.000001,0.000000,
17:58:46:150,-43.500000,-100.000000,
17:58:46,0.000001,0.000000,
17:58:56:137,-43.600002,-100.000000,
17:58:56,0.000001,0.000000,
17:59:06:134,-43.699997,-100.000000,
17:59:06,0.000001,0.000000,
17:59:15:994,-43.800003,-100.000000,
17:59:16,0.000001,0.000000,
17:59:26:084,-43.800003,-100.000000,
17:59:26,0.000001,0.000000,
17:59:36:037,-43.899998,-100.000000,
17:59:36,0.000001,0.000000,
17:59:46:083,-44.000000,-100.000000,
17:59:46,0.000001,0.000000,
17:59:56:136,-44.000000,-100.000000,
17:59:56,0.000001,0.000000,
18:00:06:139,-44.099998,-100.000000,
18:00:06,0.000001,0.000000,
18:00:16:138,-44.200001,-100.000000,
18:00:16,0.000001,0.000000,
18:00:26:134,-44.300003,-100.000000,
18:00:26,0.000001,0.000000,
18:00:35:981,-44.400002,-100.000000,
18:00:36,0.000001,0.000000,
18:00:46:085,-44.400002,-100.000000,
18:00:46,0.000001,0.000000,
18:00:56:083,-44.500000,-100.000000,
18:00:56,0.000001,0.000000,
18:01:06:090,-44.599998,-100.000000,
18:01:06,0.000001,0.000000,
18:01:16:141,-44.700001,-100.000000,
18:01:16,0.000001,0.000000,
18:01:26:192,-44.799999,-100.000000,
18:01:26,0.000001,0.000000,
18:01:35:981,-44.899998,-100.000000,
18:01:36,0.000001,0.000000,
18:01:46:044,-44.899998,-100.000000,
18:01:46,0.000001,0.000000,
18:01:56:089,-45.000000,-100.000000,
18:01:56,0.000001,0.000000,
18:02:06:136,-45.100002,-100.000000,
18:02:06,0.000001,0.000000,
18:02:16:141,-45.200001,-100.000000,
18:02:16,0.000001,0.000000,
18:02:26:032,-45.299999,-100.000000,
18:02:26,0.000001,0.000000,
18:02:36:036,-45.299999,-100.000000,
18:02:36,0.000001,0.000000,
18:02:46:043,-45.400002,-100.000000,
18:02:46,0.000001,0.000000,
18:02:56:053,-45.500000,-100.000000,
18:02:56,0.000001,0.000000,
18:03:06:090,-45.500000,-100.000000,
18:03:06,0.000001,0.000000,
18:03:16:137,-45.599998,-100.000000,
18:03:16,0.000001,0.000000,
18:03:26:032,-45.699997,-100.000000,
18:03:26,0.000001,0.000000,
18:03:36:087,-45.799999,-100.000000,
18:03:36,0.000001,0.000000,
18:03:46:192,-45.900002,-100.000000,
18:03:46,0.000001,0.000000,
18:03:56:031,-45.900002,-100.000000,
18:03:56,0.000001,0.000000,
18:04:06:133,-46.000000,-100.000000,
18:04:06,0.000001,0.000000,
18:04:16:040,-46.100002,-100.000000,
18:04:16,0.000001,0.000000,
18:04:26:037,-46.199997,-100.000000,
18:04:26,0.000001,0.000000,
18:04:36:088,-46.199997,-100.000000,
18:04:36,0.000001,0.000000,
18:04:46:084,-46.300003,-100.000000,
18:04:46,0.000001,0.000000,
18:04:56:034,-46.399998,-100.000000,
18:04:56,0.000001,0.000000,
18:05:06:038,-46.500000,-100.000000,
18:05:06,0.000001,0.000000,
18:05:16:045,-46.599998,-100.000000,
18:05:16,0.000001,0.000000,
18:05:26:034,-46.599998,-100.000000,
18:05:26,0.000001,0.000000,
18:05:36:138,-46.700001,-100.000000,
18:05:36,0.000001,0.000000,
18:05:46:084,-46.800003,-100.000000,
18:05:46,0.000001,0.000000,
18:05:56:287,-46.900002,-100.000000,
18:05:56,0.000001,0.000000,
18:06:06:034,-46.900002,-100.000000,
18:06:06,0.000001,0.000000,
18:06:16:192,-47.000000,-100.000000,
18:06:16,0.000001,0.000000,
18:06:26:090,-47.099998,-100.000000,
18:06:26,0.000001,0.000000,
18:06:35:981,-47.099998,-100.000000,
18:06:36,0.000001,0.000000,
18:06:46:094,-47.200001,-100.000000,
18:06:46,0.000001,0.000000,
18:06:56:084,-47.299999,-100.000000,
18:06:56,0.000001,0.000000,
18:07:06:038,-47.399998,-100.000000,
18:07:06,0.000001,0.000000,
18:07:16:148,-47.500000,-100.000000,
18:07:16,0.000001,0.000000,
18:07:26:034,-47.500000,-100.000000,
18:07:26,0.000001,0.000000,
18:07:36:084,-47.600002,-100.000000,
18:07:36,0.000001,0.000000,
18:07:45:983,-47.700001,-100.000000,
18:07:46,0.000001,0.000000,
18:07:56:136,-47.700001,-100.000000,
18:07:56,0.000001,0.000000,
18:08:06:136,-47.799999,-100.000000,
18:08:06,0.000001,0.000000,
18:08:16:134,-47.900002,-100.000000,
18:08:16,0.000001,0.000000,
18:08:26:037,-48.000000,-100.000000,
18:08:26,0.000001,0.000000,
18:08:36:190,-48.099998,-100.000000,
18:08:36,0.000001,0.000000,
18:08:46:081,-48.099998,-100.000000,
18:08:46,0.000001,0.000000,
18:08:56:081,-48.199997,-100.000000,
18:08:56,0.000001,0.000000,
18:09:06:083,-48.299999,-100.000000,
18:09:06,0.000001,0.000000,
18:09:16:132,-48.299999,-100.000000,
18:09:16,0.000001,0.000000,
18:09:26:037,-48.400002,-100.000000,
18:09:26,0.000001,0.000000,
18:09:36:035,-48.500000,-100.000000,
18:09:36,0.000001,0.000000,
18:09:46:039,-48.600002,-100.000000,
18:09:46,0.000001,0.000000,
18:09:56:083,-48.600002,-100.000000,
18:09:56,0.000001,0.000000,
18:10:06:137,-48.699997,-100.000000,
18:10:06,0.000001,0.000000,
18:10:16:087,-48.800003,-100.000000,
18:10:16,0.000001,0.000000,
18:10:26:083,-48.899998,-100.000000,
18:10:26,0.000001,0.000000,
18:10:35:989,-48.899998,-100.000000,
18:10:36,0.000001,0.000000,
18:10:46:032,-49.000000,-100.000000,
18:10:46,0.000001,0.000000,
18:10:56:053,-49.099998,-100.000000,
18:10:56,0.000001,0.000000,
18:11:06:084,-49.099998,-100.000000,
18:11:06,0.000001,0.000000,
18:11:16:081,-49.200001,-100.000000,
18:11:16,0.000001,0.000000,
18:11:26:038,-49.300003,-100.000000,
18:11:26,0.000001,0.000000,
18:11:36:085,-49.400002,-100.000000,
18:11:36,0.000001,0.000000,
18:11:46:133,-49.400002,-100.000000,
18:11:46,0.000001,0.000000,
